"","brewery_name","brewery_id","beers","beers_id","n_beers","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews"
"2784","The Hillsborough Hotel",3929,"[""Wellington Brewery Stannington Gold"",""Crown Brewery Christmas Ale"",""Crown Brewery Stannington Stout"",""Crown Brewery Brown Ale"",""Crown Brewery Primrose Ginger Bush""]","[""37154"",""43274"",""41879"",""38571"",""52404""]",5,3.16666666666667,3.33333333333333,3.83333333333333,3.33333333333333,3.5,6
"2785","The Kernel Brewery",23249,"[""IPA Black"",""Imperial Stout"",""Saison"",""IPA Simcoe"",""IPA Citra"",""Export India Porter"",""IPA 4C"",""Export Stout"",""Pale Ale (Nelson Sauvin)"",""Pale Ale (Simcoe)"",""Pale Ale (Herkules+Centennial)"",""IPA Black III"",""IPA Centennial"",""Pale Ale (Centennial+Citra)"",""The Kernel/Redemption Number One Strong Dark Mild"",""IPA Black FASM Tate"",""IPA Simcoe Citra Nelson Sauvin Apollo"",""Pale Ale S.C.A.G. (Simcoe, Columbus, Amarillo & Galaxy)"",""Suke Quto Coffee IPA"",""IPA Columbus"",""Pale Ale (Mt. Hood)"",""Pale Ale (Pacific Jade)"",""Pale Ale (Centennial)"",""IPA Centennial Chinook Nugget"",""Pale Ale (Columbus)"",""Porter"",""Baltic Porter"",""Pale Ale (Nugget)"",""Stella For Breakfast"",""Imperial Märzen"",""Imperial Brown Stout London 1856"",""Breakfast Stout"",""IPA CSC"",""Pale Ale (Delta+Chinook)"",""Pale Ale (Centennial+Chinook)"",""IPA Summit"",""Big Brick Collaboration"",""A London Porter"",""The Kernel/Redemption Number Two India Pale Ale"",""IPA Nelson Sauvin""]","[""65352"",""64982"",""74378"",""60323"",""62690"",""69303"",""69313"",""64574"",""62890"",""60939"",""70083"",""77129"",""62825"",""77120"",""69794"",""69791"",""62920"",""75158"",""69665"",""77308"",""69599"",""75490"",""60268"",""69776"",""65317"",""60267"",""61024"",""70178"",""77127"",""67347"",""68805"",""76648"",""61819"",""70082"",""64344"",""76939"",""70258"",""63964"",""69924"",""71315""]",40,4.15979381443299,4.12886597938144,4.01030927835052,4.02061855670103,4.04639175257732,97
"2786","The Kingston Brewing Company",4035,"[""White Tail Cream Ale"",""Dragons Breath Pale Ale"",""Dragons Breath Hemp Ale"",""Regal Lager"",""KB Raspberry Wheat"",""Dragons Breath Real Ale"",""Dunkelnacht Dark Lager"",""Formosa Light"",""First Capital Ale"",""Framboise Royale""]","[""8745"",""8746"",""26841"",""8875"",""10024"",""8876"",""41528"",""9666"",""37290"",""59842""]",10,3.55128205128205,3.20512820512821,3.57692307692308,3.3974358974359,3.47435897435897,39
"2787","The LAB (Lexington Avenue Brewery)",21876,"[""Chocolate Stout"",""American Nitro Stout"",""India Pale Ale"",""Hefeweizen"",""ESB"",""Blonde Ale"",""Porter"",""Marzen Lager"",""Pilsner Lager"",""White Ale"",""Dunkelweizen"",""Golden Strong Ale"",""Farmhouse Ale"",""Pale Ale""]","[""55380"",""71967"",""55381"",""63938"",""59684"",""67133"",""67134"",""55393"",""55390"",""55389"",""63339"",""67115"",""72761"",""55392""]",14,3.78571428571429,3.6031746031746,3.83333333333333,3.82539682539683,3.77777777777778,63
"2788","The Liberal Cup Public House & Brewery",578,"[""Cask Kickin' IPA"",""Oatmeal Stout"",""Winter Ale"",""Chazmo Altbier"",""Smelt Camp Strong Ale"",""Backhouse Bitter"",""Ex-Wife Extra Bitter"",""Bug Zapper Super Lager"",""India Pale Ale"",""Tarbox Stout"",""Alewife Ale"",""Drummers Lane Brown Ale"",""Bug Lager"",""Old Hallow Ale IPA"",""Taste Of Victory Ale"",""(s)Cream Ale"",""Dog Days Summer Wheat"",""For Richer Or Porter"",""State Budget Red Ale"",""Summer Bitter Summer Not""]","[""35457"",""18838"",""35277"",""55202"",""27610"",""15252"",""38270"",""49699"",""15263"",""7602"",""3975"",""34729"",""15253"",""61778"",""20943"",""25291"",""19578"",""35278"",""47427"",""19330""]",20,3.95652173913043,3.70289855072464,3.89130434782609,3.88405797101449,3.86231884057971,69
"2789","The Library",7458,"[""Copper Town Ale"",""Rock Harbor Light Ale"",""Miner's IPA"",""Old Library Barleywine"",""Redbrick Rye Ale"",""Quincy Smelter Ale"",""Java Stout"",""Whiteout Wheat"",""Keweenaw Golden Ale"",""Bumbletown Ale"",""Shafthouse Dry Stout"",""Black Bear Bock"",""Portage Premium Lager"",""Pickaxe Porter"",""Rabbit Bay Brown Ale"",""Scotch Ale"",""Dunkelweizen"",""Belgian Tripel"",""Oktoberfest"",""Small Boat Oatmeal Stout""]","[""32036"",""25502"",""20520"",""32035"",""34188"",""43824"",""34033"",""26922"",""32037"",""32135"",""31983"",""32032"",""32196"",""32031"",""32033"",""34137"",""75650"",""34023"",""34022"",""34370""]",20,3.87209302325581,3.61627906976744,3.46511627906977,3.66279069767442,3.91860465116279,43
"2790","The Lion Brewery Restaurant",6326,"[""Huether's Premium Lager"",""German Wheat"",""Raspberry Lager"",""Lion Light Lager"",""English Ale"",""Historical Oktoberfest"",""India Pale Ale"",""Huether Blueberry Wheat"",""Wuerzburger Lager"",""Huether Spiced Weissbier"",""Adlys Ale"",""Lion Cream Ale"",""Black & Tan"",""Honey Brown Lager"",""Lion Lager""]","[""12520"",""19042"",""19669"",""12521"",""12518"",""20552"",""21000"",""57759"",""12505"",""35248"",""12516"",""12517"",""12519"",""15689"",""15688""]",15,3.01428571428571,2.84285714285714,3.18571428571429,3.04285714285714,2.95714285714286,35
"2791","The Little Brewing Company",16824,"[""Mad Abbot Tripel"",""Wicked Elf Witbier"",""Mad Abbot Dubbel"",""Mad Abbot Abbey Ale"",""Wicked Elf Pilsner"",""Wicked Elf Pale Ale""]","[""64639"",""41255"",""58504"",""48454"",""41254"",""41256""]",6,3.4,3.48461538461538,3.6,3.24615384615385,3.33846153846154,65
"2792","The Livery",12547,"[""Kilt Tilter Scotch Ale"",""Unknown Soldier"",""Old Cedar"",""Maillot Jaune"",""Barrel-aged Maillot Jaune"",""555 IPA"",""Trance IPA"",""Brandy Cask Aged Cherry Jubilee"",""Impeche"",""Paris-Roubaix Pale Ale"",""Lawnmower Lager"",""Synapse ESB"",""Carvana"",""JAK"",""Liberty Ale"",""Verchuosity"",""Hoppelbock Dry Hopped Aged In Sour Casks"",""Bungtown Export Lager"",""The Liverator Doppelbock"",""Barrel Aged Belgian Amber"",""Pavlov's Porter"",""The Taxman"",""Barrel Aged Grand Reserve Liverator Doppelbock"",""Malcolms Best Bitter"",""Kentucky Kaffinator"",""The 5th Dimension"",""Dark Czech"",""3rd Anniversary Ale"",""4th Anniversary Ale"",""Special C Lager"",""Double Paw (Imperial IPA)"",""Thoms' Special IPA"",""Hefe-Weizen"",""Unami"",""Telewhacker"",""Barrel Aged JAK"",""Wheat Trippelbock"",""PipenBock"",""Batch 50"",""Hoppy Chick"",""Livery Buddy's Red Head"",""Cousin Jax Double IPA"",""Problem Child"",""Barrel Aged Carvaceous"",""Bourbon Cask Aged Wheat Trippelbock"",""German Pilsener"",""Runemeister"",""Black Coal Porter"",""Mt. Baldy"",""Raspberry Weizen"",""Lager Schleide"",""Agent 99"",""Oktoberfest Lager"",""German Dunkel"",""Lanterne Rouge"",""Steel Wheels"",""Summer Shandy"",""Hoppelbock"",""Herb Superb Black IPA"",""Bourbon Cask Aged Belgian Dark Trippel"",""McGilligans IPA"",""Steep Canyon Lager"",""Bier Munro"",""Barrel Aged Agent 99"",""Fifth Dimension"",""Doubt Stout"",""Umae Umami"",""Black Adder"",""Cask Aged Maillot Jaune"",""Barrel Aged Maibock"",""Dixie O'Flynns Stout"",""Bluejackets Best IPA"",""Dunkel Weizen"",""Wheat Wine"",""Cask Aged Hoppelbock"",""String Of Ponies""]","[""30902"",""72697"",""51712"",""35450"",""56728"",""45115"",""61166"",""36668"",""44397"",""33371"",""35435"",""35441"",""49473"",""51299"",""52681"",""44395"",""60735"",""33370"",""35440"",""41652"",""75404"",""69481"",""49628"",""35447"",""64698"",""49573"",""37608"",""44399"",""54344"",""68733"",""36666"",""26919"",""35439"",""68795"",""35434"",""52205"",""28624"",""70536"",""32194"",""41920"",""68735"",""26920"",""67844"",""44400"",""33230"",""32195"",""74083"",""39565"",""68792"",""42403"",""54531"",""68794"",""35436"",""68791"",""68793"",""62268"",""61250"",""38037"",""44958"",""32387"",""30246"",""42462"",""64697"",""41480"",""75403"",""33376"",""72375"",""68170"",""32402"",""44401"",""42553"",""49538"",""41482"",""51291"",""38920"",""69480""]",76,3.83568075117371,3.85915492957746,3.84741784037559,3.74178403755869,3.8169014084507,213
"2793","The Local Pub & Brewery",25962,"[""Mulligan Wheat"",""Raspberry Wheat"",""Lucky Penny Alt"",""Yellow Dog Bit Her"",""JaXon IPA"",""Cork County Irish Stout"",""Lightning Koelsch"",""E.H. Pilsner""]","[""72065"",""72795"",""70975"",""70978"",""70977"",""72066"",""70974"",""70976""]",8,3.72222222222222,3.77777777777778,3.5,3.44444444444444,3.77777777777778,9
"2794","The Lost Abbey",18149,"[""Saison Blanc (Pilot Batch)"",""Lost & Found Abbey Ale"",""Devotion Ale"",""Cuvee De Tomme"",""Red Poppy Ale"",""Amazing Grace Ale"",""Judgment Day"",""Veritas 003"",""Veritas 004"",""Avant Garde"",""Serpent's Stout"",""Isabelle Proximus"",""Veritas 008"",""Red Barn Ale"",""Veritas 005"",""Veritas 007"",""Cable Car"",""Veritas 009"",""Phunky Duck"",""Just Another Barrel"",""Duck Duck Gooze"",""Saints' Devotion"",""Veritas 002"",""Double Raspberry Framboise De Amorosa"",""Project X"",""Serpent's Stout - Bourbon Barrel Fermented"",""Sangre Del Cristo"",""The Angel's Share - Brandy Barrel-Aged W/ Grapes"",""The Angel's Share - Brandy Barrel-Aged"",""Serpents Stout - Bourbon Barrel-Aged"",""Witch's Wit"",""Saints' Red Barn"",""Russ"",""Veritas 006"",""10 Commandments"",""Inferno Ale"",""10 Commandments - Bourbon Barrel-Aged"",""Veritas 001"",""Sinners Blend 2008"",""Deliverance"",""TEA 6"",""Soured Avant Garde"",""Framboise De Amorosa"",""Veritas 010"",""Carnevale"",""Gift Of The Magi - Barrel Aged"",""Yellow Bus"",""Double Cuvee De Tomme"",""Serpent's Stout - Port Barrel Aged"",""Gift Of The Magi"",""Double Red Poppy"",""Vern"",""The Angel's Share - Bourbon Barrel-Aged"",""Just Another Barrel #2"",""Sinners Blend 2010"",""Duck Duck Guava"",""Serpent's Stout - Bourbon Barrel Aged With Cocoa Nibs And Coffee"",""Judgment Day - Bourbon Barrel Aged"",""The Angel's Share Grand Cru"",""Cable Car Kriek"",""Sinners Blend 2009"",""Road To Helles""]","[""66252"",""31656"",""36539"",""34315"",""38530"",""34124"",""34415"",""40491"",""45957"",""30423"",""37197"",""42816"",""63043"",""32423"",""54147"",""55974"",""38149"",""69499"",""45952"",""44385"",""51116"",""46144"",""39558"",""56143"",""74963"",""66860"",""52207"",""53976"",""42296"",""48281"",""44151"",""53305"",""60188"",""53975"",""36728"",""42491"",""59212"",""35173"",""43867"",""60886"",""63130"",""54079"",""55992"",""74947"",""40970"",""54902"",""44112"",""73172"",""54032"",""37198"",""47343"",""72285"",""32413"",""51662"",""66004"",""68353"",""76008"",""63520"",""56129"",""75186"",""51866"",""59377""]",62,4.03211492178099,4.14410348977136,3.94675090252708,3.97345066185319,4.15358002406739,6648
"2795","The Lucky Monk",21683,"[""Solitude Stout"",""Irish Red"",""Imperial Wheat"",""Reverence Rye Brown Ale"",""Priory Rye Brown Ale"",""Irish Stout"",""ReplicAle"",""Maibock"",""Belgian Pale Ale"",""CollaBEERation #1: Tripel"",""Fallen Angel"",""IPA"",""Kölsch"",""Bourbon Barrel Solitude Stout"",""Cardinal Sin"",""Oktoberfest"",""Tritica Wheat"",""Dubbel"",""Anniversary Ale"",""Confessional IPA"",""Black Trippel"",""Holiday Bock"",""Bishop's Brown Ale"",""Pal's Porter"",""Gr'ale""]","[""65048"",""56996"",""70900"",""65654"",""62479"",""56997"",""62477"",""69763"",""54668"",""69764"",""65425"",""55664"",""59549"",""55682"",""54663"",""62478"",""54665"",""56998"",""64135"",""64136"",""75284"",""54666"",""76684"",""54667"",""54664""]",25,3.76229508196721,3.54098360655738,3.74590163934426,3.60655737704918,3.55737704918033,61
"2796","The Macquarie Hotel (Schwartz Brewery)",14457,"[""Schwartz Brewery Summertime Ale"",""Schwartz Brewery Dark Beer"",""Schwartz Brewery Pale Ale"",""Schwartz Brewery Pilsner"",""Schwartz Brewery Wheat Beer"",""Schwartz Brewery Doc's Secret Squirrel"",""Schwartz Brewery Wild Wheat"",""Schwartz Brewery Bavarian Red Lager""]","[""53390"",""32468"",""32466"",""32465"",""32467"",""53399"",""53389"",""53398""]",8,3.34615384615385,3.11538461538462,3.69230769230769,3.03846153846154,3.34615384615385,13
"2797","The Mash Tun",12155,"[""Portside IPA"",""Blackberry Oatmeal Ale"",""Alberta Pale Ale"",""Inclusion Amber"",""Concordia Cream Ale"",""Samuel Jackson Pale Ale"",""Penfold Porter"",""Perfect Porter"",""Darkside Stout"",""Razorback Red"",""Starboard IPA"",""Kitchen Sink""]","[""31151"",""46479"",""31598"",""31800"",""43619"",""72910"",""43638"",""31150"",""35977"",""43637"",""43636"",""31147""]",12,3.5,3.41666666666667,3.5,3.30555555555556,3.36111111111111,18
"2798","The Merchant Ale House Restaurant & Brewpub",3259,"[""Old Time Hockey Ale"",""Strawberry Blonde"",""Headless Horseman Pumpkin Ale"",""Drunken Monkey Oatmeal Stout"",""Ginger Beer"",""Blonde Bombshell"",""Extra Special Bitter"",""IPA"",""Skullcrusher"",""Hazel Nut Brown Ale"",""Light Wheat"",""Dark Wheat"",""Session Mild""]","[""15997"",""36733"",""33425"",""12024"",""24744"",""24742"",""36738"",""24741"",""64825"",""40727"",""44577"",""24743"",""64819""]",13,3.36111111111111,3.59722222222222,3.45833333333333,3.16666666666667,3.45833333333333,36
"2799","The Mussel Inn",14016,"[""Pale Whale Ale"",""Missing Lynx"",""Dark Horse Black Beer"",""Lambagreenie"",""Whit Pig"",""Captain Cooker Manuka Beer"",""Golden Goose Lager""]","[""61432"",""61422"",""50781"",""61426"",""69605"",""53744"",""54842""]",7,3.65,3.75,3.7,3.65,3.5,10
"2800","the Nils Oscar Company",894,"[""Nils Oscar Rökporter 2007"",""Nils Oscar Rökporter"",""Nils Oscar God Lager"",""Nils Oscar Saison"",""Nils Oscar Kalasöl"",""Nils Oscar Trippel"",""Nils Oscar Barley Wine"",""Nils Oscar Kalaspåsköl 2010"",""Nils Oscar God Ale"",""Nils Oscar Julöl 2008"",""Nils Oscar Kalaspåsköl 2009"",""Nils Oscar Julöl 2009 –"",""Nils Oscar Brown Ale"",""Nils Oscar Vår Ale"",""Nils Oscar Kalaspåsköl 2011"",""Nils Oscar Julöl 2007"",""Nils Oscar Julöl 2004"",""Nils Oscar Lundgrens Lager"",""Nils Oscar Imperial Stout"",""Nils Oscar Kalaspåsköl (vintages -2008)"",""Nils Oscar Coffee Stout"",""Nils Oscar Farm Ale"",""Nils Oscar Julöl 2001 & 2002"",""Nils Oscar Vår Öl"",""Nils Oscar Pils"",""Nils Oscar Julöl 2005"",""Nils Oscar Jubileum 15"",""Nils Oscar India Pale Ale"",""Nils Oscar Kalasjulöl"",""Nils Oscar Hop Yard IPA"",""Nils Oscar Påsk Ale"",""Nils Oscar Harvest Ale"",""Nils Oscar Kaffe Casken!"",""Nils Oscar Sorachi Blond"",""Nils Oscar Julöl 2006""]","[""39456"",""49036"",""6708"",""49344"",""6770"",""39653"",""6772"",""56748"",""52730"",""46748"",""48185"",""52512"",""61120"",""42218"",""66799"",""40444"",""6773"",""6775"",""3016"",""6774"",""45574"",""6771"",""22699"",""59164"",""35816"",""26191"",""70743"",""26047"",""20963"",""52731"",""41673"",""60271"",""37429"",""57552"",""34827""]",35,3.79429133858268,3.7244094488189,3.73129921259843,3.65452755905512,3.78051181102362,508
"2801","The Olde Burnside Brewing Company",823,"[""Ten Penny Ale"",""Ten Penny Ale Reserve"",""Highland Fling Spring Ale"",""Father Christmas Highland Ale"",""Penny Weiz Ale"",""Highland Piper Tartan Ale Imperial Stout"",""Highland Wild Ale"",""Amazing Grace"",""St. Andrews Summer Ale"",""Stone Of Destiny"",""Highland Piper Tartan Ale"",""Dirty Penny Ale""]","[""2916"",""36192"",""9671"",""27192"",""42577"",""26509"",""74934"",""64625"",""10918"",""68936"",""13291"",""16838""]",12,3.87788778877888,3.71782178217822,3.82343234323432,3.70627062706271,3.80528052805281,303
"2802","The Olde Mecklenburg Brewery",19247,"[""Dunkel Lager"",""Mecktoberfest"",""Mecklenburger Bavarian Lager"",""Fruehbock (Früh Bock)"",""Yule Bock"",""OMB Copper"",""Captain James Jack Pilsner"",""Bauern Bock"",""OMB Kölsner""]","[""54854"",""52459"",""58124"",""57056"",""54894"",""49474"",""68984"",""62576"",""49475""]",9,4.16428571428571,3.85714285714286,4.08571428571429,4.09642857142857,4.02142857142857,140
"2803","The Olde Stone Brewing Company",5696,"[""India Pale Ale"",""Christmas Porter"",""Oatmeal Old Scottish Ale"",""Pumpkin Ale"",""Red Fife Wheat"",""Coffee Porter"",""Or Dubh Stout"",""Wild Old Ale"",""Boston Ale"",""Cream Ale"",""Pickwick Bitter""]","[""24858"",""46612"",""55799"",""33509"",""22822"",""21503"",""27193"",""22824"",""48025"",""43705"",""22823""]",11,3.52380952380952,3.38095238095238,3.52380952380952,3.19047619047619,3.5,21
"2804","The Original Basil T's",3089,"[""Maxwell's Dry Stout"",""Basil's Red Rocket Ale"",""Weimaraner Wheat"",""English Brown Ale"",""ESB"",""Belgian Brown Ale"",""Rosies Tail Waggin Pale Ale"",""Big Vic's Short Order Porter"",""Iceboat Ale"",""De Caqueter"",""Red-Headed Stepchild Irish Ale"",""Poor Richards Ale"",""Sidewinder IPA"",""Red Ribbon Ale"",""Summer XXX Brew"",""Truffle Belgian Ale"",""Spiced Apple Wheat""]","[""7384"",""3632"",""3630"",""10124"",""57749"",""23866"",""3631"",""20502"",""22276"",""23365"",""29505"",""27914"",""29507"",""7823"",""3668"",""19432"",""20503""]",17,3.7112676056338,3.54929577464789,3.73943661971831,3.55633802816901,3.66901408450704,71
"2805","The People's Pint",231,"[""Pied PIPA"",""SHWheat Ale"",""Oktoberfest"",""Wheelman's Wheat"",""Provider Pale Ale"",""Brakeshoe Porter"",""The People's Pint Spring IPA"",""Blonde Ale"",""The People's Pint Scotch Ale - McShagger's Double Ewe"",""Our Oatmeal Stout"",""The People's Pint Irish Red Ale"",""Impeachment Porter"",""Poets Seat Pale Ale"",""Tiger Bite"",""The People's Pint Winter IPA"",""Sprocket Kolsch"",""Scotch Ale"",""Natural Blonde"",""Mayday"",""Dark Helmut"",""Hope Street Bitter"",""Old Tanglefoot"",""The People's Pint Ordinary Bitter"",""The People's Pint IPA"",""Slippery Slope"",""Broadfork Stout"",""Tap And Die Malt Liquor"",""Farmer Brown"",""The People's Pint Imperial Stout"",""The People's Pint Extra Special Bitter (ESB)"",""The People's Pint Double IPA"",""The People's Pint Winter Mild""]","[""3545"",""24446"",""44100"",""72324"",""12597"",""12632"",""17181"",""44102"",""33095"",""15708"",""35712"",""40908"",""15707"",""30025"",""15709"",""29230"",""74965"",""48893"",""26187"",""51583"",""51714"",""27891"",""17343"",""44144"",""15723"",""9695"",""43401"",""12633"",""20964"",""3540"",""65373"",""23558""]",32,3.66842105263158,3.65789473684211,3.69263157894737,3.63684210526316,3.63578947368421,475
"2806","The Port Gastropub / Sea Level Brewing Company",17272,"[""Port In The Storm Porter"",""Dussel-Port Altbier"",""Blue Heron Extra Special Bitter"",""Planters Pale Ale"",""Muddy Waters Brown Ale"",""Rojo Mojo Red Ale"",""Moondance Organic Lager"",""Old Trout Stout""]","[""49856"",""68625"",""49487"",""49266"",""63990"",""49308"",""50154"",""57643""]",8,3.54761904761905,3.42857142857143,3.76190476190476,3.33333333333333,3.38095238095238,21
"2807","The Porterhouse Brewing Company",2243,"[""Oyster Stout"",""Porterhouse Red"",""Down 'n' Outz"",""Brainblasta"",""Alt"",""Chocolate Truffle Stout"",""Wrasslers XXXX Stout"",""Celebration Stout"",""TSB"",""Plain Porter"",""Chiller"",""Hop Head"",""Kölsch"",""Haus Weiss"",""Hersbrucker"",""Temple Bräu"",""Vienna Dark Lager""]","[""5686"",""5684"",""67638"",""1800"",""48115"",""29315"",""3042"",""33859"",""5687"",""5682"",""5683"",""51813"",""40433"",""23435"",""40432"",""5681"",""27670""]",17,3.7314606741573,3.59887640449438,3.84044943820225,3.63370786516854,3.68314606741573,445
"2808","The Prodigal Son Brewery",22589,"[""Veloci-Rapture"",""Splendor In The Glass"",""Ella IPA"",""Little Magic Pale Ale"",""Fatted Calf Sacrificial Stout"",""Neuer Morgan"",""Bruce/Lee Porter""]","[""58364"",""61178"",""64416"",""57835"",""67625"",""68928"",""57657""]",7,4.04166666666667,4.04166666666667,3.91666666666667,3.95833333333333,4.04166666666667,12
"2809","The Ram Restaurant & Brewery/Bighorn Brewery",6263,"[""Oregon Blonde Ale"",""Total Disorder Porter"",""Oktoberfest"",""Bubba's Pilsner"",""Barefoot Wit"",""Bearcat Brown"",""Big Red IPA"",""Winter Ale""]","[""21366"",""63485"",""45330"",""52362"",""72031"",""24413"",""63486"",""21367""]",8,3.90909090909091,3.27272727272727,3.59090909090909,3.59090909090909,3.68181818181818,11
"2810","The Ruddy Duck Brewery And Grill",20400,"[""Pale Ale"",""Christmas Ale"",""Belgium Wit"",""E.S.B."",""Oatmeal Stout"",""Imperial Stout"",""Scottish-60"",""Belgian Dubbel"",""Tripel"",""IPA"",""Helles"",""Irish Stout"",""Pilsner""]","[""62351"",""76799"",""60143"",""65448"",""65450"",""60144"",""65449"",""62352"",""60140"",""62350"",""62348"",""76798"",""60141""]",13,3.55263157894737,3.52631578947368,3.65789473684211,3.39473684210526,3.39473684210526,19
"2811","The Run of the Mill Public House & Brewery",18086,"[""Ex-Wife Extra Bitter"",""What's Hoppenin' XPA"",""Basement Bitter"",""Dunkel John's Band"",""Summer Bitter Summer Not"",""Impact Pale Ale"",""Alewife Ale"",""Sow Your Oats Stout"",""For Richer Or Poorter"",""Chazmo Altbier"",""Dog Days Summer Wheat Ale"",""Old Tannery Brown Ale"",""Tented Kilt Scottish Ale"",""State Budget Red Ale"",""What's Happening IPA"",""Tarbox Cream Stout"",""Bug Lager"",""Cassk-Kickin' IPA"",""Smelt Camp Strong Ale"",""Mudflap Springbock""]","[""45942"",""68743"",""53897"",""49798"",""60243"",""50788"",""60244"",""62150"",""59121"",""69976"",""60245"",""53896"",""45943"",""49234"",""53894"",""60994"",""60242"",""49235"",""76262"",""49233""]",20,3.77027027027027,3.54054054054054,3.93243243243243,3.77027027027027,3.75675675675676,37
"2812","The Scalehouse Brewpub",16828,"[""Scalehouse Hefeweizen"",""Scalehouse Bock Dark"",""Scalehouse Pilsner"",""Scalehouse Black & Tan"",""Scalehouse Red Ale"",""Scalehouse Winter Wheat""]","[""43072"",""42382"",""57369"",""57376"",""42385"",""57370""]",6,3,2.93333333333333,2.93333333333333,3.06666666666667,2.83333333333333,15
"2813","The Seven Barrel Brewery",1482,"[""Olde #7"",""Paul's Pale Ale"",""Red  7"",""PNW ESB"",""Al's Bock"",""Queechee Cream Ale"",""Champion Reserve IPA"",""New Dublin Brown Ale"",""Half Wit"",""Hanover Lager"",""Greg Noonan Memorial Vienna"",""Conan The Destroyer Coffee Stout"",""Birthday Bock"",""Ice Rock Canadian"",""Mick Jack Porter"",""RIP Stout"",""80 Weight Mild Amber Scotch Ale"",""Spring Fest"",""Conan The Destroyer Double IPA""]","[""22055"",""31778"",""7046"",""22083"",""57929"",""22054"",""7047"",""16417"",""43877"",""47994"",""59408"",""72587"",""17753"",""22053"",""16418"",""12304"",""20901"",""50978"",""61060""]",19,3.80821917808219,3.66438356164384,3.6986301369863,3.74657534246575,3.65753424657534,73
"2814","The Shed Restaurant & Brewery",1608,"[""Biere De Miel"",""Agathe"",""Mountain Ale / Raspberry Wheat"",""Moka Porter"",""Darkside"",""Fall O'Wit"",""Espresso Stout"",""Smoked Porter"",""Spawn Of Oliver"",""Roast Porter"",""Substance D"",""Isabella"",""Smokin Peats Porter"",""Hell Spawn"",""Naysayer"",""Satellite Stout"",""NO2 Porter"",""Silent Illumination"",""Whiteout Double White"",""Strongman Porter"",""Irish Coffee Stout"",""Harvest"",""Stout"",""National IPA"",""Biere D'Abbaye De Shed"",""Pumpkin Porter"",""Rye IPA"",""Treebeard"",""Munich Porter"",""Blanco X"",""Saison De Shed"",""Miel Devient"",""O'Shenanigan's Brown"",""Three Penny IPA"",""Visions Of Sugarplums"",""Dark Horse Stout"",""Owen's Double IPA"",""India Red Ale"",""Trippel"",""Rude Boy's Revenge"",""Trippel Illumination"",""La Cancion"",""West Branch Golden"",""Hubert's Dark Wheat"",""Deerhunter Porter"",""Amber Ale"",""Maple Porter"",""Initiation"",""Spring Session IPA"",""Sanity IPA"",""Cascadian Ale"",""Illumination"",""Ambrotos"",""Befuddlement Ale"",""Raspberry Wheat"",""Mountain Ale"",""Imperial Stout"",""Shady Monk"",""McCarthy's India Brown Ale"",""Cruella"",""Warpig Stout"",""Creeper IPA"",""Deviation""]","[""26401"",""30136"",""20221"",""44041"",""28155"",""28576"",""27132"",""53350"",""27697"",""37894"",""31906"",""33073"",""36786"",""32022"",""31898"",""23198"",""50981"",""30140"",""28026"",""26759"",""41148"",""13707"",""42697"",""13706"",""26363"",""13703"",""36785"",""52456"",""59634"",""37556"",""26402"",""33146"",""59615"",""57663"",""27795"",""52119"",""37872"",""23197"",""26758"",""49175"",""31582"",""33796"",""13704"",""50979"",""40094"",""13705"",""41152"",""27797"",""58899"",""70032"",""44020"",""30284"",""33797"",""40093"",""20217"",""9094"",""27796"",""47492"",""59633"",""33705"",""49282"",""49288"",""28725""]",63,3.85745614035088,3.75438596491228,3.84210526315789,3.78070175438596,3.89035087719298,228
"2815","The Ship Inn",1289,"[""India Pale Ale"",""Pheasant Plucker"",""Spring Mild"",""Burton Pale Ale"",""Oatmeal Stout"",""Irish Stout"",""Session Ale"",""Extra Special Bitter"",""Paddle Wheel (IPA)"",""Porter"",""Randy's Panhead Porter"",""White Winter Porter"",""Northwest IPA"",""Chocolate Stout"",""Best Bitter"",""Welsh Red"",""Golden Wheat Light"",""Tim's Porter"",""Killer Bee"",""Dark Charger"",""Tim's Ginger Beer""]","[""17737"",""3814"",""42010"",""44433"",""36292"",""3817"",""44651"",""3816"",""3815"",""16765"",""41241"",""34059"",""54859"",""46620"",""3813"",""20755"",""3812"",""70138"",""70143"",""41167"",""17719""]",21,3.72413793103448,3.69827586206897,3.88793103448276,3.5948275862069,3.66379310344828,58
"2816","The Stable",17293,"[""Amalgamated Märzen"",""Amalgamated Dunkel"",""Amalgamated IPA"",""Amalgamated Helles"",""Amalgamated Zoigl"",""Amalgamated Rauchbier""]","[""50632"",""54846"",""71830"",""50575"",""54060"",""52094""]",6,3.71052631578947,3.34210526315789,3.60526315789474,3.73684210526316,3.47368421052632,19
"2817","The Tap Brewing Co. & Eatery Inc.",8213,"[""Pats Lite"",""House Wheat"",""Capital Alt Ale"",""Red Coat Ale"",""Roughrider Pilsner""]","[""28443"",""28442"",""28441"",""24499"",""28444""]",5,2.25,2.08333333333333,2.58333333333333,2.5,2.16666666666667,6
