"","brewery_name","brewery_id","beers","beers_id","n_beers","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews"
"180","Baron Brewing",4398,"[""Bourbon Barrel Aged Winter Poison"",""Bavarian Dunkelweizen"",""Kellerbier"",""Bavarian Style Lager (Helles)"",""Rauchbier"",""Winter Poison"",""Three Skulls Wreckage"",""Pilsner"",""King Porter"",""Seven Swabians Eisbock"",""Rumpelstiltskin Rauch Doppelbock"",""Three Skulls Pillagers Pale"",""Über Weisse"",""Oktoberfest"",""Maibock"",""Blackbeard Dark Lager"",""Three Skulls Buccaneer Bacon"",""Schwarzbier"",""Cutthroat Imperial Red"",""Doppelbock"",""Citrus Wheat"",""Bavarian Weizen"",""Three Skulls Cutthroat Red"",""Three Skulls Blood Orange Wit"",""Hefeweizen"",""Three Skulls Black Bonney Porter"",""Munich"",""Breakaway IPA"",""Three Skulls Hop The Plank IPA"",""Helles Bock"",""Three Skulls Yellowbeard Pilsner""]","[""75253"",""9920"",""10431"",""9917"",""22672"",""64186"",""56624"",""24235"",""43971"",""42543"",""44051"",""48251"",""21283"",""9922"",""48753"",""70354"",""66056"",""17605"",""70355"",""21331"",""70357"",""9919"",""48248"",""63263"",""40851"",""48756"",""13960"",""55024"",""49373"",""21805"",""61511""]",31,3.46681415929204,3.41150442477876,3.57079646017699,3.41592920353982,3.39601769911504,226
"181","Barons Brewing Company",13165,"[""Barons Extra Special Bitter"",""Barons Lemon Myrtle Witbier"",""Redhead Lager"",""Barons Lager"",""Barons Pale Ale"",""Black Wattle Superior Wattle Seed Ale"",""88 Balls Lager"",""Outback Export Premium Lager"",""Barons Honey Bock""]","[""33005"",""39400"",""73366"",""35989"",""35990"",""32007"",""57280"",""32008"",""49278""]",9,3.61077844311377,3.42065868263473,3.51047904191617,3.48652694610778,3.51347305389222,334
"182","Barrel House Brewing Company",1474,"[""RedLegg Ale"",""Hocking Hills Hefeweizen"",""BarrelHouse Boss Cox Double Dark IPA"",""SternWheeler Stout"",""Duveneck Dortmunder"",""Cumberland Pale Ale"",""DoppelBock"",""Blueberry Grail Ale"",""Octoberfest"",""Belgian Winter Ale"",""Vandermeer 00"",""Dechaga's Scotch Ale"",""Colerain Ladder Company Lager"",""Hopped To Hell IPA"",""Wooden Shoe Bock"",""Oktoberfest Lager"",""New Bremen Giant Pumpkin Ale"",""Real Firkin Ale"",""Helles Bock"",""Belgian Red Ale"",""Broadway Commons Cream Ale"",""Honeysuckle Blond"",""Indie Black Ale"",""Nicholson's Cask Ale"",""Flying Pig Pilsner""]","[""7395"",""7378"",""30719"",""5987"",""11795"",""5985"",""11793"",""33377"",""11797"",""5988"",""6112"",""7394"",""13795"",""9514"",""33044"",""38471"",""54272"",""9513"",""9428"",""9515"",""7376"",""7377"",""14934"",""11339"",""5986""]",25,3.67839805825243,3.53276699029126,3.76699029126214,3.64684466019417,3.57160194174757,412
"183","Barrier Brewing Company",22928,"[""Molly Coddle"",""Caddy Wompus"",""Lights Out Stout"",""Mare Undarum"",""Beech St. Wheat"",""Barrier Belgian #1"",""Dunegrass"",""Spelunker"",""Greenroom Pale Ale"",""Cycle"",""Barnacle Brown Ale"",""Oil City"",""Dubbel Down"",""Antagonist ESB"",""Vermillion Saison Rouge"",""Cairn"",""Bulkhead Red"",""Uncle Lee Xmas Ale"",""Rembrandt"",""Riprap Baltic Porter"",""Ruthless Rye IPA"",""Gosilla""]","[""72914"",""70724"",""61386"",""72296"",""71995"",""60817"",""67121"",""69247"",""61354"",""68371"",""68565"",""68304"",""65367"",""63348"",""71652"",""68878"",""63058"",""64477"",""68879"",""70830"",""60985"",""69649""]",22,3.87974683544304,3.82278481012658,3.85443037974684,3.92405063291139,3.92405063291139,79
"184","Barrington Brewery & Restaurant",230,"[""Barrington Organic Alt"",""Barrington Raspberry Ale"",""Barrington Brown Ale"",""Berkshire Blonde"",""Barrington Porter"",""Barrington Hopland Pale Ale"",""ALT German Style Ale"",""Black Bear Stout"",""Barrington Bavarian Wheat"",""Barrington Yule Fuel"",""Barrington Oktoberfest"",""Hopland Pale Ale"",""Stockbridge Steam"",""Barrington India Pale Ale"",""Barrington Vienna"",""Old Pluto"",""Mankin's Organic English Style Ale"",""Barrington Dunkel"",""Pale Ale"",""Barrington ESB""]","[""12085"",""3556"",""7779"",""9875"",""3557"",""7750"",""8352"",""7716"",""26466"",""7717"",""13762"",""19396"",""3554"",""7776"",""3555"",""41325"",""15616"",""4548"",""34352"",""7749""]",20,3.95569620253165,3.78481012658228,3.85126582278481,3.7879746835443,3.89556962025316,158
"185","Barrio Brewing Company",16813,"[""Barrio Scottish Red"",""Barrio Rae's Red"",""Barrio Taylor Jayne's Raspberry Ale"",""Barrio Dos Hermanos Dunkel Weizen"",""Barrio IPA"",""Barrio Oatmeal Stout"",""Barrio NCAAle"",""Barrio Holla Bock"",""Barrio Double IPA"",""Barrio Harvest Porter"",""Barrio Smoked Porter"",""Barrio ESB"",""Barrio Father Joe's Penitential Ale""]","[""56021"",""71662"",""59500"",""56926"",""51191"",""58747"",""48891"",""71585"",""46715"",""64667"",""50582"",""46714"",""56639""]",13,3.52777777777778,3.55555555555556,3.75,3.63888888888889,3.69444444444444,18
"186","Bartrams Brewery",11410,"[""Mother In Law's Tongue Tied"",""Beltane Braces"",""Suffolk'n'Strong"",""Grozet"",""Captain Bill Bartrams Cherry Stout"",""Comrade Bill Bartrams Egalitarian Anti-Imperialist Soviet Stout"",""Captain Bill Bartram's Damson Stout"",""The Bees Knees""]","[""31136"",""24128"",""23705"",""23730"",""28101"",""23742"",""52482"",""23676""]",8,3.425,3.5,3.6,3.55,3.35,20
"187","barVolo",8446,"[""House Ales/Spearhead Heart Of Darkness"",""House Ales Jens Uncommon"",""House Ales Matt's Marathon Batch 1"",""House Ales Square Peg Dual Citizen"",""House Ales West Side IPA"",""House Ales Gangsters ParaWeiss"",""House Ales Biergotter Dieu De Ciel Lendemain De Veille"",""House Ales Le Trou Du Diable Hopscotch"",""House Ales Ralph's Bitter"",""House Ales Mid Day Mild"",""House Ales C'est What Mildly Bitter"",""House Ales Rockaway Rye"",""House Ales Noside IPA"",""House Ales Swag Out Stout (Barrel Aged)"",""House Ales Fred's Not Here Stout"",""House Ales Facing Worlds"",""House Ales St.Andre Jobs Parti-Gyle 2.1"",""House Ales Biergotter The Punishment Due India Red Ale"",""House Ales WIld Mild"",""House Ales Biergotter Caustic Commencement Saison"",""House Ales Biergotter Saisons In The Abyss"",""House Ales Tim Robust Porter"",""House Ales/Notes On A Beermat Theres Gold In That There Cask"",""House Ales Shicki Micki"",""House Ales Notorious IPA"",""House Ales Seventh Day Saison"",""House Ales Burton Ale #1"",""House Ales Biergotter LTM Ceci N'est Pas Une Pipe"",""House Ales Biergotter Charlevoix Viva La Vida Cocoa"",""House Ales Alexanderplatz"",""House Ales Funkified Abbey Normal"",""House Ales Johnny Boy Ontario IPA"",""House Ales Dampfbier"",""House Ales Cause Of Death"",""House Ales Left Of The Dial Mild"",""House Ales Punters Gold"",""House Ales St. Andre Wozniak Part-Gyle 2.0"",""House Ales/Amsterdam Left Of The Dial Mild Side B"",""House Ales Eastside IPA"",""House Ales/Great Lakes California Love"",""House Ales Biergotter Black Tongue Imperial Porter"",""House Ales Duggan's Perfect Ratio"",""House Ales Biergotter V"",""House Ales West Side 213 Batch 3 - Brett"",""House Ales Dumb Pig"",""House Ales Biergotter Matt's Marathon Mild"",""House Ales Swag Out Stout""]","[""70364"",""74035"",""74577"",""67369"",""68053"",""72462"",""63052"",""67368"",""70595"",""70411"",""74560"",""66502"",""69680"",""77082"",""65030"",""74304"",""62904"",""61723"",""70412"",""61722"",""70366"",""66065"",""74553"",""72638"",""69681"",""72787"",""67365"",""63055"",""61721"",""72637"",""72459"",""64719"",""73714"",""70365"",""67366"",""71130"",""63054"",""70414"",""66504"",""67174"",""74743"",""74576"",""61725"",""74115"",""70362"",""61724"",""73639""]",47,3.64375,3.725,3.725,3.575,3.6375,80
"188","Bass Brewers Limited",293,"[""Bass Pale Ale"",""Bass Export"",""Worthington 1744"",""Princess Ale"",""Prince's Ale"",""King's Ale"",""Queen's Ale"",""Our Finest Ale"",""Worthington Creamflow Bitter"",""No. 1"",""Princes Ale"",""Jubilee Strong Ale"",""Worthington Cask Ale"",""Duke's Ale""]","[""811"",""17816"",""14450"",""57044"",""57040"",""57041"",""57046"",""7109"",""5499"",""3351"",""57045"",""47093"",""37534"",""57038""]",14,3.68503937007874,3.28871391076115,3.65573053368329,3.45144356955381,3.46412948381452,1143
"189","Bastone",9617,"[""Bastone Blonde"",""Bastone Tripel"",""Pin-Up Blonde"",""Bastone Dopplebock"",""Seamroy Red Lager"",""Bastone Monumental Blonde"",""Bastone Pilsner"",""Bastone Pale Ale"",""Bastone Dunkel"",""Bastone Maibock"",""Stalwart Irish Stout"",""Bastone Dubbel"",""Bastone Wit"",""Coffee Stout"",""Bastone Belgian Red"",""Bastone Baltic Poter"",""Belgian Pumpkin Porter"",""Bastone IPA"",""Bastone American Stout"",""Bastone Double IPA""]","[""31404"",""21063"",""76974"",""47250"",""35853"",""47496"",""31405"",""19900"",""51739"",""31409"",""35852"",""17571"",""19734"",""64292"",""31408"",""41488"",""48008"",""31407"",""51738"",""30582""]",20,3.8,3.7,3.81818181818182,3.6,3.76363636363636,55
"190","Bath Ales Ltd",5049,"[""Festivity"",""Gem"",""Golden Hare"",""SPA"",""Wild Hare"",""Dark Hare"",""Organic Lager"",""Barnstormer""]","[""15280"",""10656"",""52239"",""41647"",""34416"",""48313"",""31080"",""13084""]",8,4,3.75342465753425,3.71917808219178,3.79452054794521,3.93835616438356,73
"191","Battered Boar Brewing Company",20998,"[""Chuck's Pumpkin Ale"",""405 Oklahoma Lager"",""Heartbreak Hefeweizen Ale"",""Briarpatch Amber Ale"",""Coconut Cream Stout"",""Company Man Pale Ale"",""Ultimo Hombre Wheat Beer""]","[""54682"",""57866"",""66108"",""52648"",""55769"",""52789"",""67561""]",7,2.78301886792453,3.0188679245283,3.06603773584906,2.92452830188679,2.83962264150943,53
"192","Battlefield Brewing Co At The Pub",21508,"[""Cold Harbor Porter"",""Iwo Jima Red Ale"",""Spotsylvania Scotch 70"",""Khyber Pass India Pale Ale"",""Chancellor Pale Ale""]","[""64662"",""70235"",""70236"",""64661"",""54166""]",5,2.4,2.9,3.3,2.2,2.5,5
"193","Bavaria Brouwerij N.V.",498,"[""Bavaria Beer / Pilsener"",""Gouden Haven"",""Hollandia"",""Bavaria Original Brew"",""Bavaria Hooghe Bock"",""Baron Pils"",""Bavaria Light"",""Guilder Lager Beer"",""Bavaria 0,0% Rosé"",""Pitt Bier"",""Euroshopper Premium Lager"",""Bavaria Red"",""Bavaria 8.6"",""Bavaria Malt"",""Bavaria Oud Bruin"",""Dutch Windmill"",""Swinkels Brown Ale"",""Bavaria 0.0% Wit"",""Bavaria Tarwebok"",""Club International Bier"",""Hoöten Premium Dutch Lager"",""Bavaria Gold"",""Bavaria Draught"",""Bavaria Blonde"",""Lynx Royal Lager"",""Marlyn´s Beer Lager"",""Bavaria Spring Bock"",""Bavaria 12.3"",""Bavaria Original Special Blond"",""Swinckels Volmaakt"",""Bavaria Crown"",""Klassïek"",""Claro"",""Lynx Super Premium Lager"",""Lynx Premium Lager"",""Swinkels"",""Dutch Crown"",""Holland Lager 1839"",""Bavaria NA""]","[""1422"",""33013"",""3335"",""68771"",""33207"",""26475"",""49059"",""31382"",""75417"",""5882"",""74960"",""17726"",""1423"",""5872"",""5874"",""11173"",""16975"",""70717"",""5875"",""5880"",""76956"",""11452"",""21390"",""50407"",""36032"",""26598"",""29072"",""11315"",""74584"",""54843"",""52339"",""21801"",""68612"",""55811"",""36033"",""13922"",""57972"",""69578"",""9468""]",39,2.95404411764706,2.70404411764706,3.14430147058824,2.86213235294118,2.77389705882353,544
"194","Bavarian Barbarian Brewing Company",16814,"[""Grumpy Pumpkin"",""Weldspatter IPA"",""Headbangerz Brown Ale"",""Square Feet Wheat"",""Twisted Steel Stout"",""2x4 IPA"",""Bulldozer Golden Ale"",""First Snow Ale"",""Melting Snow"",""Steel Drivin' Stout"",""Square Feet Wheat Dunkelweizen"",""Hammerin' Ale"",""Hard Times Saison"",""GOTHIKA""]","[""74344"",""42780"",""41213"",""43846"",""67985"",""57006"",""67984"",""46781"",""67735"",""45256"",""46538"",""41212"",""52110"",""62862""]",14,3.76415094339623,3.66666666666667,3.84591194968553,3.67610062893082,3.73270440251572,159
"195","Bayerische Staatsbrauerei Weihenstephan",252,"[""Weihenstephaner Original"",""Weihenstephaner Hefeweissbier Dunkel"",""Weihenstephaner Korbinian"",""Weihenstephaner Vitus"",""Weihenstephaner Hefeweissbier"",""Weihenstephaner Festbier"",""Weihenstephaner Kristallweissbier"",""Weihenstephaner Pilsner"",""Xan Hefe Weissbier"",""Weihenstephaner White Hoplosion"",""Weihenstephaner Alkoholfrei Hefeweizen"",""Weihenstephaner Tradition"",""Weihenstephaner Hefeweissbier Leicht"",""Xan Wellness"",""Weihenstephaner Alkoholfrei Original""]","[""712"",""808"",""779"",""35625"",""731"",""6861"",""760"",""12599"",""22358"",""73540"",""12600"",""12486"",""11571"",""26396"",""72283""]",15,4.28712713351412,4.06564045302281,4.14683362577764,4.1057584941777,4.20162705375658,6269
"196","Bayern Brewing, Inc.",605,"[""Trout Slayer Ale"",""Bayern Dragon's Breath"",""Killarney Red Lager"",""Bayern Pilsner"",""Bayern Maibock Lager"",""Bayern Doppelbock"",""Oktoberfest Lager"",""St. Wilbur Weizen"",""Maibock Lager"",""Face Plant Doppelweizen"",""Dump Truck"",""Bayern Amber"",""Bayern Schwarzbier"",""Bayern Dancing Trout Ale""]","[""1604"",""49354"",""28964"",""5580"",""31485"",""20740"",""12999"",""5578"",""30978"",""54452"",""59719"",""1603"",""5579"",""38518""]",14,3.66787003610108,3.43682310469314,3.53249097472924,3.52888086642599,3.51985559566787,277
"197","Bayhawk Ales",2651,"[""Chocolate Porter"",""Hefeweizen"",""Lazy Dog Honey Blonde"",""Foothill Route 66 Hefeweizen Wheat Ale"",""California Pale Ale"",""Foothill Route 66 Pale Ale"",""Claim Jumper Hefeweizen"",""Imperial Brown Ale"",""Lazy Dog Porter"",""Beach Blonde"",""Amber Ale"",""Poorman Honey Blonde Ale"",""Three Threads Porter 2003"",""Capistrano Amber"",""Pars Persian Style Beer"",""Hotel Laguna Lager"",""Lazy Dog Hefeweizen"",""Belgian Golden"",""Wood Ranch Honey Blonde""]","[""6499"",""11231"",""45551"",""18567"",""6498"",""18566"",""13730"",""57009"",""38389"",""34555"",""12047"",""23585"",""14311"",""51138"",""56974"",""10688"",""44281"",""65728"",""68852""]",19,3.03293413173653,3.0688622754491,3.44610778443114,3.05988023952096,2.97305389221557,167
"198","Baying Hound Aleworks",23688,"[""Sarvara"",""Pale Ale"",""Taj Mahound"",""Lord Wimsey's"",""Marmageddon Porter"",""Angel's Nectar"",""Long Snout Stout""]","[""74341"",""63535"",""67974"",""68095"",""64649"",""71569"",""71668""]",7,2.76744186046512,2.93023255813953,3.33720930232558,2.84883720930233,2.58139534883721,43
"199","Bayou Teche Brewery",22408,"[""LA-31 Bière Pâle"",""LA-31 Bière Noël"",""LA-31 Bière Noire"",""LA-31 Grenade"",""LA-31 Boucanèe""]","[""57551"",""65512"",""73927"",""64360"",""67396""]",5,3.55729166666667,3.484375,3.52083333333333,3.46875,3.45833333333333,96
"200","Beach Brewing Company",24454,"[""Hurricane Wheat"",""Killer Whale"",""Seadevil Stout"",""Jolly Roger Pumpkin Porter"",""Hoptopus"",""Bullhead Brown"",""Tiger Shark""]","[""68258"",""68257"",""68259"",""75743"",""68255"",""68256"",""77145""]",7,3.36363636363636,3.5,3.63636363636364,3.36363636363636,3.40909090909091,11
"201","Beach Chalet Brewery and Restaurant",882,"[""Deb's Bitter Ale"",""Golden Apricot Ale"",""Third Eye Rye"",""West End Wheat"",""10th Anniversary Strong Belgian"",""Bavarian Hefeweizen"",""Mild"",""California Kind Pale Ale"",""Frostbite Spice Ale"",""Hop Session"",""Dusseldorf Alt"",""Elevation ESB"",""Hop Patootie"",""Backwater Belgian Dubbel"",""Riptide Red Ale"",""V.F.W. Light"",""Golden Gate Park Porter"",""Presidio India Pale Ale"",""Ocean Beach Oktoberfest"",""Saison Du Chalet De Plage"",""Hurricane Porter"",""Churchyard Strong Ale"",""Smokey The Beer"",""Beach Blanket Blonde Ale"",""John Marley's Winter Warmer"",""Fleishhacker Stout"",""Celebration Ale""]","[""8850"",""51517"",""44448"",""51518"",""44449"",""4218"",""16521"",""7476"",""40530"",""42334"",""19349"",""2790"",""45229"",""57054"",""4217"",""4207"",""4215"",""4214"",""4209"",""42117"",""3828"",""4213"",""51519"",""7475"",""7477"",""4216"",""40532""]",27,3.70149253731343,3.46268656716418,3.74626865671642,3.54477611940298,3.64179104477612,67
"202","Beachwood BBQ & Brewing",25959,"[""Thrillseeker IPA"",""Kilgore Stout"",""El Verano"",""Knucklehead Red Ale"",""Melrose IPA"",""Black Moon Rising"",""The Dominator"",""The Equalizer Double IPA"",""High Five"",""Uno Belgian Single"",""Foam Top Cream Ale"",""Tovarish With Cacao, Toasted Almond & Coconut"",""Warrior India Black Ale"",""Full Malted Jacket"",""Cascadian Love Juice"",""Laurel IPA"",""Onyx"",""Punk Wheat Ale"",""Hoppa Smurf"",""Hop Ninja"",""Breaker Pale Ale"",""Tovarish"",""Alpha Supreme"",""Reckless Session Ale"",""Bulldog""]","[""72094"",""70763"",""74066"",""70766"",""71031"",""76783"",""75044"",""71656"",""76543"",""71033"",""70761"",""75877"",""72993"",""75870"",""73325"",""76583"",""76932"",""70762"",""75017"",""73976"",""71528"",""75871"",""75046"",""70765"",""71529""]",25,4.15463917525773,4.00515463917526,4.11340206185567,4.12886597938144,4.05154639175258,97
"203","Bear Republic Brewing Co.",610,"[""Hop Rod Rye"",""Red Rocket Ale"",""Hefe Weizen"",""Racer 5 India Pale Ale"",""Big Bear Black Stout"",""Grandma's Homemade Ale"",""Black Mamba"",""XP Pale Ale"",""Racer X"",""Pete's Brown (Tribute Ale)"",""11.0"",""English IPA"",""Old Saint Chongo"",""Prickly Pear Grizz"",""El Oso"",""Old Scoutter's Call Of The Wild"",""Lucha Libre Lager"",""Go Cart Racer"",""Red Wheat"",""Oso De Oro"",""Cher Ami"",""Volksbier"",""Black Raven Porter"",""Black And Mild"",""English ESB"",""Nor'Cal"",""House IPA"",""Marie Laveau III"",""Rye Pale Ale"",""Rebellion"",""Kolsch"",""Apex"",""Heritage"",""Crazy Ivan"",""Sour Black Mamba"",""American Wheat"",""Monkey High Five"",""Ken & John's DIPA"",""Whitby Bitter"",""Lindy's Mild"",""Barrel Aged Old Baba Yaga"",""Booster Rocket"",""Mach 10"",""Cuvee De Bubba"",""Octoberfest"",""Barrel Aged Ryevalry"",""Jack London ESB"",""Bourbon Barrel Aged Red Rocket"",""Super Freak"",""3-R Belgian"",""Double Rocket"",""The Grizz"",""Barrel Aged Heritage Ale"",""Das Koma"",""Wit"",""Cafe Racer 15"",""Sour Crazy Ivan"",""Endeavor IPA"",""Batch 1092"",""Tartare"",""Late Harvest"",""Stickball Alt"",""Spring Fever"",""Sotoyome Amber"",""End 09"",""Clobberskull"",""Black Racer"",""Sammy's Strong Ale"",""BRBC Tripel"",""Ebeweesner Scrooge"",""Simply Simcoe #1"",""Wet Hop"",""Golden Ale"",""Accelerator Amber"",""Martin's Mild"",""Old Scouters Barley Wine"",""Red Leader"",""Roggenbier"",""End 08"",""Black Rye"",""Carburetor"",""Wine Country Wheat"",""Kickstand Pre-Prohibition Lager"",""Oat Wheat Stout"",""Triple J Malt Liquor"",""Nectarine Grizz (French Oak)"",""Blackberry Grizz"",""Double Aught"",""Crystal Wit"",""Endo 10"",""Up In Smoke Ale"",""Oso Negro"",""Five Zero"",""Golden Grizzle"",""Green House Lager"",""Chardonnay Hop Rod Rye"",""Ryevalry"",""Black Bart"",""Maibock"",""Frostbite Ice"",""Rebellion (Palisade)"",""Simply Simcoe"",""G'Ma's Homegrown""]","[""3158"",""1655"",""21792"",""2751"",""1658"",""7028"",""43067"",""1657"",""8037"",""12531"",""55971"",""4556"",""76980"",""70575"",""12665"",""64100"",""76981"",""54233"",""26009"",""21790"",""67386"",""69379"",""17318"",""37253"",""13917"",""49438"",""29510"",""62590"",""14525"",""44675"",""49094"",""22172"",""6298"",""42412"",""72901"",""43068"",""77137"",""53883"",""19353"",""51610"",""54513"",""47296"",""45045"",""48359"",""45489"",""63875"",""64670"",""50078"",""41571"",""16419"",""51657"",""49017"",""63624"",""71223"",""42625"",""66195"",""61804"",""62240"",""42792"",""75491"",""46864"",""69238"",""43066"",""55408"",""58686"",""54220"",""71451"",""8124"",""55407"",""64767"",""26819"",""47149"",""9260"",""22467"",""50936"",""29511"",""49574"",""62587"",""48651"",""8248"",""55409"",""13916"",""55340"",""21748"",""14754"",""63604"",""54117"",""45044"",""38063"",""67744"",""20308"",""51107"",""55970"",""59444"",""43057"",""47060"",""58144"",""30802"",""36851"",""4911"",""75119"",""27066"",""75066""]",103,4.15341559598015,4.08236865538736,4.15271593944791,4.07524487978629,4.18992494593563,7861
"204","Beartown Brewery",6900,"[""Beartown Ambeardextrous"",""Beartown Polar Eclipse"",""Beartown Bitter"",""Bearskinful"",""Beartown Kodiak Gold"",""Wheat Bear"",""Bear Ass"",""Beartown Ginger Bear""]","[""12854"",""24138"",""52446"",""52601"",""12862"",""27958"",""15765"",""31506""]",8,3.53846153846154,3.38461538461538,3.53846153846154,3.38461538461538,3.65384615384615,13
"205","Beau's All Natural Brewing Company",15435,"[""Mr. Hyde"",""Festivale Plus"",""Lug Tread Lagered Ale"",""Hogan's Goat"",""Bog Father"",""Tommy Gun Pale Ale (Caba Caba Hey)"",""Treading Water"",""Two Weeks Notice German Porter"",""Festivale Plus Sticke Alt Bourbon Barrel Aged"",""Opa's Gose"",""Screaming Beaver"",""Bogwater"",""Beau's Bourbon Barrel Aged Pan Ontario Collaborative"",""Vrienden"",""Beaver River IPEh?"",""Winterbrewed"",""Weiss O'Lantern"",""Nightmärzen"",""Matt's Sleepy Time Belgian Imperial Stout"",""Festivale"",""Roggenbier"",""Dr. Jekyll"",""Dunkel Buck"",""Sour Dreams""]","[""73670"",""44543"",""34786"",""76834"",""65588"",""53861"",""65587"",""73669"",""70398"",""62115"",""58168"",""41072"",""70190"",""58264"",""49388"",""66287"",""73739"",""45445"",""57240"",""53746"",""73101"",""75222"",""72633"",""72464""]",24,3.82745098039216,3.70196078431373,3.80980392156863,3.74117647058824,3.76470588235294,255
"206","Beaver Brewing Company",24481,"[""Saison De Beaver"",""Sour Kolsch"",""Saison De Beaver-Sour Version"",""I.Porter.A"",""Nelson Sauvin"",""Wet Hop Citra Ale"",""All About Amber"",""Kvass"",""Chamomile Wheat"",""Basil"",""Pecan Pie Nut Brown Ale"",""Roggenator"",""724.0""]","[""69710"",""75960"",""69883"",""64960"",""76551"",""73730"",""73728"",""67743"",""65915"",""66870"",""75966"",""71750"",""70076""]",13,3.92105263157895,3.83333333333333,4.06140350877193,3.82456140350877,3.85964912280702,57
"207","Beaver Street Brewery & Whistle Stop Cafe",1104,"[""Oatmeal Stout"",""Bock"",""Belgian Pale Ale"",""Bramble Berry Brew"",""Belgian Tripel"",""The Express"",""Helles Bock"",""Vienna Lager"",""Lumberjack Lager"",""Pilsener"",""Hefe Weizen"",""English Pale Ale"",""Porter"",""Hopshot IPA"",""R & R Oatmeal Stout"",""Railhead Red""]","[""12790"",""35833"",""50767"",""12787"",""19192"",""28886"",""67547"",""35834"",""50761"",""10448"",""12789"",""12788"",""10450"",""9943"",""53034"",""10449""]",16,3.6078431372549,3.50980392156863,3.57843137254902,3.64705882352941,3.57843137254902,51
"208","Beba",2335,"[""Molto Malto"",""Motor Oil"",""Birra Di Natale"",""Grafite"",""Talco"",""Nr. 1"",""Sangre De Toro"",""Due Gnomi"",""Gilda""]","[""13802"",""16944"",""40621"",""19733"",""53802"",""19684"",""17033"",""72351"",""17034""]",9,3.4,3.24,3.62,3.34,3.32,25
"209","Beck Bräu OHG",6126,"[""Beck Feinherbes Pils"",""Beck Spritzige Weisse"",""Beck Jahrhundert Bier Dunkel"",""Trabelsdorfer Schlossgold"",""Beck Kellerbier"",""Affumicator"",""Lisberger Bock""]","[""26523"",""41576"",""41464"",""27324"",""41465"",""57081"",""51060""]",7,4.02380952380952,3.85714285714286,3.95238095238095,3.85714285714286,3.9047619047619,21
"210","Beck's Sports Brewery",10790,"[""Red Dragon"",""Double Bock"",""Grizzly Bock"",""Bald Eagle Kristallweizen"",""Pale Ale"",""Autumn Ale"",""Munich Dunkel"",""Thirsty Buzzard Cerveza"",""Bald Eagle Hefeweizen"",""Frog's Leap Light""]","[""21717"",""56685"",""25651"",""21716"",""24997"",""26672"",""21809"",""21714"",""21713"",""21715""]",10,2.9047619047619,2.78571428571429,3.16666666666667,2.61904761904762,2.5952380952381,21
"211","Bedondaine & Bedons Ronds",11412,"[""La Mentheuse"",""La Défroquée"",""Noix De Marmotte"",""L'Agace Pisette"",""La Dernière Brosse"",""L'ange Gardien"",""La Grenouille"",""Ma Bière D'épinette"",""La Bedaine"",""L'Amère-Veilleuse"",""La Tarte"",""La Bariteau"",""La Reyne D'escosse"",""Ensorceleuse"",""Le Bedon""]","[""24392"",""44669"",""38370"",""38363"",""27658"",""44289"",""43799"",""44671"",""38368"",""24393"",""28605"",""38369"",""28603"",""38371"",""51885""]",15,3.79032258064516,3.87096774193548,3.83870967741935,3.75806451612903,3.75806451612903,31
"212","Bee Creek Brewery",21442,"[""Hoppy Hoosier IPA"",""Clay County Coffee Stout"",""Hoosier Honey Wheat"",""Alien Abduction"",""Happy Jesus Double IPA"",""Bee Creek Ale""]","[""72022"",""57179"",""53913"",""73177"",""65593"",""60901""]",6,3.77647058823529,3.74705882352941,3.72352941176471,3.52352941176471,3.76470588235294,85
"213","Beer Factory",2882,"[""Santa Fe"",""Extra Light"",""Luna Llena"",""5 De Mayo"",""Celebración"",""Coronel"",""Coyote"",""Cascabel"",""Equinox"",""Heavy Metal""]","[""23343"",""25941"",""6863"",""25975"",""34878"",""23342"",""23344"",""25976"",""25974"",""33398""]",10,3.98275862068966,3.82758620689655,3.86206896551724,3.72413793103448,3.81034482758621,29
"214","Beer Here",19476,"[""Mørke - Pumpernickel Porter"",""Black Cat"",""Kama Citra (Høst Citra)"",""Kriekselikroxen"",""Fat Cat Red Ale"",""Hopfix"",""Jule IPA"",""Tia Loca (Vårwit)"",""White Cat"",""Hoptilicus"",""Dark Hops"",""Essentia Bina"",""Bukkake"",""Lupulus Pale Ale"",""Yulewine"",""Weed Smoked Wheat"",""Ammestout"",""Nordic Rye Ale"",""Påske"",""Malus Pater""]","[""53250"",""68110"",""70574"",""48848"",""48472"",""51585"",""48253"",""64460"",""76982"",""59490"",""49835"",""50425"",""68820"",""51401"",""72001"",""76351"",""57614"",""70832"",""57124"",""59489""]",20,3.96598639455782,4.00170068027211,4.14795918367347,4.02380952380952,4.01020408163265,294
"215","Beer of Yerevan JSC",671,"[""Kilikia Dark"",""Kilikia ElitaR"",""Kilikia Tonakan"",""Hayer"",""Kilikia Youth"",""Kilikia Celebratory"",""Zhigulyovskoye"",""Kilikia Jubilee"",""Kilikia 11"",""Kilikia""]","[""2061"",""61052"",""65703"",""61098"",""55653"",""55688"",""23721"",""36058"",""55657"",""1833""]",10,3.07954545454545,2.92045454545455,3.42045454545455,3.06818181818182,2.93181818181818,44
